season,gameweek,id,player_name,team_short,position,predicted_points,actual_points,error,abs_error
2025-2026,8,648,Munetsi,WOL,Midfielder,5.5633333333333335,4,1.5633333333333335,1.5633333333333335
2025-2026,8,382,Wirtz,LIV,Midfielder,2.546666666666667,1,1.5466666666666669,1.5466666666666669
2025-2026,8,385,Chiesa,LIV,Midfielder,5.51,4,1.5099999999999998,1.5099999999999998
2025-2026,8,321,J.Cuenca,FUL,Defender,2.4966666666666666,4,-1.5033333333333334,1.5033333333333334
2025-2026,8,348,Rodon,LEE,Defender,2.4133333333333336,1,1.4133333333333336,1.4133333333333336
2025-2026,8,129,Yarmoliuk,BRE,Midfielder,4.3533333333333335,3,1.3533333333333335,1.3533333333333335
2025-2026,8,121,Damsgaard,BRE,Midfielder,1.6533333333333333,3,-1.3466666666666667,1.3466666666666667
2025-2026,8,478,Trippier,NEW,Defender,2.3033333333333332,1,1.3033333333333332,1.3033333333333332
2025-2026,8,568,Pedro Porro,TOT,Defender,2.283333333333333,1,1.2833333333333332,1.2833333333333332
2025-2026,8,87,Christie,BOU,Midfielder,6.273333333333333,5,1.2733333333333334,1.2733333333333334
2025-2026,8,5,Gabriel,ARS,Defender,13.256666666666666,12,1.256666666666666,1.256666666666666
2025-2026,8,261,Richards,CRY,Defender,1.7566666666666666,3,-1.2433333333333334,1.2433333333333334
2025-2026,8,375,Bradley,LIV,Defender,0.7566666666666667,2,-1.2433333333333332,1.2433333333333332
2025-2026,8,488,Bruno G.,NEW,Midfielder,3.24,2,1.2400000000000002,1.2400000000000002
2025-2026,8,116,Hickey,BRE,Defender,1.24,0,1.24,1.24
2025-2026,8,727,Chukwueze,FUL,Midfielder,1.2266666666666666,0,1.2266666666666666,1.2266666666666666
2025-2026,8,661,Ekitiké,LIV,Forward,-0.19666666666666666,1,-1.1966666666666668,1.1966666666666668
2025-2026,8,709,Krejčí,WOL,Defender,0.18666666666666668,-1,1.1866666666666668,1.1866666666666668
2025-2026,8,642,Hee Chan,WOL,Midfielder,1.1866666666666668,0,1.1866666666666668,1.1866666666666668
2025-2026,8,32,Martinez,AVL,Goalkeeper,0.8333333333333334,2,-1.1666666666666665,1.1666666666666665
2025-2026,8,271,Kamada,CRY,Midfielder,3.16,2,1.1600000000000001,1.1600000000000001
2025-2026,8,436,De Ligt,MUN,Defender,3.13,2,1.13,1.13
2025-2026,8,384,Gakpo,LIV,Midfielder,5.87,7,-1.13,1.13
2025-2026,8,266,Eze,ARS,Midfielder,1.88,3,-1.12,1.12
2025-2026,8,698,Okafor,LEE,Midfielder,1.1166666666666667,0,1.1166666666666667,1.1166666666666667
2025-2026,8,511,Morato,NFO,Defender,1.1166666666666667,0,1.1166666666666667,1.1166666666666667
2025-2026,8,64,Watkins,AVL,Forward,2.1133333333333333,1,1.1133333333333333,1.1133333333333333
2025-2026,8,332,Lukić,FUL,Midfielder,1.1033333333333333,0,1.1033333333333333,1.1033333333333333
2025-2026,8,17,Ødegaard,ARS,Midfielder,1.1033333333333333,0,1.1033333333333333,1.1033333333333333
2025-2026,8,593,P.M.Sarr,TOT,Midfielder,2.1,1,1.1,1.1
2025-2026,8,574,Udogie,TOT,Defender,1.0866666666666667,0,1.0866666666666667,1.0866666666666667
2025-2026,8,477,Livramento,NEW,Defender,1.06,0,1.06,1.06
2025-2026,8,67,Petrović,BOU,Goalkeeper,0.97,2,-1.03,1.03
2025-2026,8,633,H.Bueno,WOL,Defender,2.0233333333333334,1,1.0233333333333334,1.0233333333333334
2025-2026,8,318,Bassey,FUL,Defender,-0.02,1,-1.02,1.02
2025-2026,8,260,Guéhi,CRY,Defender,2.986666666666667,4,-1.0133333333333332,1.0133333333333332
2025-2026,8,584,Tel,TOT,Midfielder,2.01,1,1.0099999999999998,1.0099999999999998
2025-2026,8,178,Welbeck,BHA,Forward,11.99,13,-1.0099999999999998,1.0099999999999998
2025-2026,8,441,Dorgu,MUN,Defender,-0.006666666666666667,1,-1.0066666666666666,1.0066666666666666
2025-2026,8,391,Gannon-Doak,BOU,Midfielder,1.9833333333333334,1,0.9833333333333334,0.9833333333333334
2025-2026,8,59,Onana,AVL,Midfielder,4.976666666666667,4,0.9766666666666666,0.9766666666666666
2025-2026,8,469,Pope,NEW,Goalkeeper,1.0233333333333334,2,-0.9766666666666666,0.9766666666666666
2025-2026,8,287,Pickford,EVE,Goalkeeper,2.97,2,0.9700000000000002,0.9700000000000002
2025-2026,8,612,L.Paquetá,WHU,Midfielder,2.97,2,0.9700000000000002,0.9700000000000002
2025-2026,8,273,Wharton,CRY,Midfielder,1.03,2,-0.97,0.97
2025-2026,8,521,Sangaré,NFO,Midfielder,0.03,1,-0.97,0.97
2025-2026,8,144,Coppola,BHA,Defender,0.03333333333333333,1,-0.9666666666666667,0.9666666666666667
2025-2026,8,10,Lewis-Skelly,ARS,Defender,0.9666666666666667,0,0.9666666666666667,0.9666666666666667
2025-2026,8,319,Castagne,FUL,Defender,2.9633333333333334,2,0.9633333333333334,0.9633333333333334
2025-2026,8,452,Amad,MUN,Midfielder,2.04,3,-0.96,0.96
2025-2026,8,672,Hato,CHE,Defender,0.9566666666666667,0,0.9566666666666667,0.9566666666666667
2025-2026,8,128,Onyeka,BRE,Midfielder,0.9533333333333334,0,0.9533333333333334,0.9533333333333334
2025-2026,8,215,Flemming,BUR,Forward,1.0466666666666666,2,-0.9533333333333334,0.9533333333333334
2025-2026,8,663,J.Arias,WOL,Midfielder,2.953333333333333,2,0.9533333333333331,0.9533333333333331
2025-2026,8,58,Kamara,AVL,Midfielder,1.05,2,-0.95,0.95
2025-2026,8,543,Adingra,SUN,Midfielder,0.95,0,0.95,0.95
2025-2026,8,730,Brobbey,SUN,Forward,0.95,0,0.95,0.95
2025-2026,8,20,Trossard,ARS,Midfielder,9.05,10,-0.9499999999999993,0.9499999999999993
2025-2026,8,680,Broja,BUR,Forward,0.94,0,0.94,0.94
2025-2026,8,508,N.Williams,NFO,Defender,0.06333333333333334,1,-0.9366666666666666,0.9366666666666666
2025-2026,8,53,Malen,AVL,Midfielder,2.933333333333333,2,0.9333333333333331,0.9333333333333331
2025-2026,8,253,Henderson,CRY,Goalkeeper,1.93,1,0.9299999999999999,0.9299999999999999
2025-2026,8,586,Bergvall,TOT,Midfielder,0.08,1,-0.92,0.92
2025-2026,8,83,O.Dango,BRE,Midfielder,2.0833333333333335,3,-0.9166666666666665,0.9166666666666665
2025-2026,8,209,Laurent,BUR,Midfielder,1.91,1,0.9099999999999999,0.9099999999999999
2025-2026,8,603,Diouf,WHU,Defender,1.9066666666666667,1,0.9066666666666667,0.9066666666666667
2025-2026,8,120,Schade,BRE,Midfielder,6.903333333333333,6,0.9033333333333333,0.9033333333333333
2025-2026,8,246,Andrey Santos,CHE,Midfielder,0.1,1,-0.9,0.9
2025-2026,8,549,Neil,SUN,Midfielder,0.10333333333333333,1,-0.8966666666666667,0.8966666666666667
2025-2026,8,198,Tuanzebe,BUR,Defender,7.1066666666666665,8,-0.8933333333333335,0.8933333333333335
2025-2026,8,22,Merino,ARS,Midfielder,1.89,1,0.8899999999999999,0.8899999999999999
2025-2026,8,418,Doku,MCI,Midfielder,1.89,1,0.8899999999999999,0.8899999999999999
2025-2026,8,565,Vicario,TOT,Goalkeeper,1.8833333333333333,1,0.8833333333333333,0.8833333333333333
2025-2026,8,12,Zinchenko,NFO,Defender,0.12666666666666668,1,-0.8733333333333333,0.8733333333333333
2025-2026,8,106,Collins,BRE,Defender,8.126666666666667,9,-0.8733333333333331,0.8733333333333331
2025-2026,8,90,Scott,BOU,Midfielder,1.13,2,-0.8700000000000001,0.8700000000000001
2025-2026,8,371,Kerkez,LIV,Defender,0.13333333333333333,1,-0.8666666666666667,0.8666666666666667
2025-2026,8,47,Rogers,AVL,Midfielder,7.866666666666666,7,0.8666666666666663,0.8666666666666663
2025-2026,8,84,Tavernier,BOU,Midfielder,4.14,5,-0.8600000000000003,0.8600000000000003
2025-2026,8,693,Hutchinson,NFO,Midfielder,0.8433333333333334,0,0.8433333333333334,0.8433333333333334
2025-2026,8,326,Adama,FUL,Midfielder,1.8266666666666667,1,0.8266666666666667,0.8266666666666667
2025-2026,8,180,Tzimas,BHA,Forward,1.8266666666666667,1,0.8266666666666667,0.8266666666666667
2025-2026,8,151,Van Hecke,BHA,Defender,4.82,4,0.8200000000000003,0.8200000000000003
2025-2026,8,625,Füllkrug,WHU,Forward,0.8166666666666667,0,0.8166666666666667,0.8166666666666667
2025-2026,8,350,Aaronson,LEE,Midfielder,2.8066666666666666,2,0.8066666666666666,0.8066666666666666
2025-2026,8,623,Potts,WHU,Midfielder,0.8033333333333333,0,0.8033333333333333,0.8033333333333333
2025-2026,8,424,Bobb,MCI,Midfielder,1.8,1,0.8,0.8
2025-2026,8,205,Cullen,BUR,Midfielder,2.203333333333333,3,-0.7966666666666669,0.7966666666666669
2025-2026,8,228,Gusto,CHE,Defender,2.203333333333333,3,-0.7966666666666669,0.7966666666666669
2025-2026,8,443,Shaw,MUN,Defender,2.796666666666667,2,0.7966666666666669,0.7966666666666669
2025-2026,8,146,Dunk,BHA,Defender,1.2033333333333334,2,-0.7966666666666666,0.7966666666666666
2025-2026,8,645,Fer López,WOL,Midfielder,0.20666666666666667,1,-0.7933333333333333,0.7933333333333333
2025-2026,8,719,Lindelöf,AVL,Defender,0.7933333333333333,0,0.7933333333333333,0.7933333333333333
2025-2026,8,169,Gomez,BHA,Midfielder,1.7833333333333334,1,0.7833333333333334,0.7833333333333334
2025-2026,8,347,Gudmundsson,LEE,Defender,0.22,1,-0.78,0.78
2025-2026,8,54,McGinn,AVL,Midfielder,2.77,2,0.77,0.77
2025-2026,8,502,Sels,NFO,Goalkeeper,1.24,2,-0.76,0.76
2025-2026,8,600,Areola,WHU,Goalkeeper,2.756666666666667,2,0.7566666666666668,0.7566666666666668
2025-2026,8,673,J.Palhinha,TOT,Midfielder,9.75,9,0.75,0.75
2025-2026,8,8,J.Timber,ARS,Defender,6.74,6,0.7400000000000002,0.7400000000000002
2025-2026,8,414,Foden,MCI,Midfielder,2.263333333333333,3,-0.7366666666666668,0.7366666666666668
2025-2026,8,408,Rúben,MCI,Defender,6.736666666666666,6,0.7366666666666664,0.7366666666666664
2025-2026,8,72,Senesi,BOU,Defender,1.2766666666666666,2,-0.7233333333333334,0.7233333333333334
2025-2026,8,160,Minteh,BHA,Midfielder,1.2766666666666666,2,-0.7233333333333334,0.7233333333333334
2025-2026,8,36,Cash,AVL,Defender,1.2866666666666666,2,-0.7133333333333334,0.7133333333333334
2025-2026,8,44,Bogarde,AVL,Defender,0.7033333333333334,0,0.7033333333333334,0.7033333333333334
2025-2026,8,423,N.Gonzalez,MCI,Midfielder,5.693333333333333,5,0.6933333333333334,0.6933333333333334
2025-2026,8,531,Ballard,SUN,Defender,9.313333333333333,10,-0.6866666666666674,0.6866666666666674
2025-2026,8,272,Lerma,CRY,Midfielder,0.6866666666666666,0,0.6866666666666666,0.6866666666666666
2025-2026,8,547,E.Le Fée,SUN,Midfielder,5.683333333333334,5,0.6833333333333336,0.6833333333333336
2025-2026,8,303,Garner,EVE,Midfielder,2.34,3,-0.6600000000000001,0.6600000000000001
2025-2026,8,646,Gomes,WOL,Midfielder,1.35,2,-0.6499999999999999,0.6499999999999999
2025-2026,8,302,Gana,EVE,Midfielder,1.35,2,-0.6499999999999999,0.6499999999999999
2025-2026,8,166,Ayari,BHA,Midfielder,1.3566666666666667,2,-0.6433333333333333,0.6433333333333333
2025-2026,8,476,Burn,NEW,Defender,1.3633333333333333,2,-0.6366666666666667,0.6366666666666667
2025-2026,8,293,O'Brien,EVE,Defender,1.6333333333333333,1,0.6333333333333333,0.6333333333333333
2025-2026,8,192,Hartman,BUR,Defender,6.626666666666667,6,0.6266666666666669,0.6266666666666669
2025-2026,8,613,Souček,WHU,Midfielder,1.3766666666666667,2,-0.6233333333333333,0.6233333333333333
2025-2026,8,108,Ajer,BRE,Defender,6.623333333333333,6,0.6233333333333331,0.6233333333333331
2025-2026,8,341,Darlow,LEE,Goalkeeper,0.38333333333333336,1,-0.6166666666666667,0.6166666666666667
2025-2026,8,304,Iroegbunam,EVE,Midfielder,1.6133333333333333,1,0.6133333333333333,0.6133333333333333
2025-2026,8,16,Saka,ARS,Midfielder,7.61,7,0.6100000000000003,0.6100000000000003
2025-2026,8,720,Tolu,WOL,Forward,0.39,1,-0.61,0.61
2025-2026,8,405,Aké,MCI,Defender,6.6066666666666665,6,0.6066666666666665,0.6066666666666665
2025-2026,8,210,Tchaouna,BUR,Midfielder,5.3933333333333335,6,-0.6066666666666665,0.6066666666666665
2025-2026,8,712,Yeremy,CRY,Midfielder,1.6033333333333333,1,0.6033333333333333,0.6033333333333333
2025-2026,8,510,Jair Cunha,NFO,Defender,0.59,0,0.59,0.59
2025-2026,8,241,Caicedo,CHE,Midfielder,1.5866666666666667,1,0.5866666666666667,0.5866666666666667
2025-2026,8,74,Truffert,BOU,Defender,1.5866666666666667,1,0.5866666666666667,0.5866666666666667
2025-2026,8,301,Alcaraz,EVE,Midfielder,1.42,2,-0.5800000000000001,0.5800000000000001
2025-2026,8,229,B.Badiashile,CHE,Defender,-0.5733333333333334,0,-0.5733333333333334,0.5733333333333334
2025-2026,8,499,Isak,LIV,Forward,2.5733333333333333,2,0.5733333333333333,0.5733333333333333
2025-2026,8,455,Mount,MUN,Midfielder,3.5733333333333333,3,0.5733333333333333,0.5733333333333333
2025-2026,8,217,Foster,BUR,Forward,0.57,0,0.57,0.57
2025-2026,8,551,Rigg,SUN,Midfielder,2.433333333333333,3,-0.5666666666666669,0.5666666666666669
2025-2026,8,85,Adams,BOU,Midfielder,2.4366666666666665,3,-0.5633333333333335,0.5633333333333335
2025-2026,8,107,Lewis-Potter,BRE,Defender,3.44,4,-0.56,0.56
2025-2026,8,485,Gordon,NEW,Midfielder,2.56,2,0.56,0.56
2025-2026,8,242,Dewsbury-Hall,EVE,Midfielder,1.44,2,-0.56,0.56
2025-2026,8,668,Xhaka,SUN,Midfielder,4.446666666666666,5,-0.5533333333333337,0.5533333333333337
2025-2026,8,77,Hill,BOU,Defender,1.5533333333333332,1,0.5533333333333332,0.5533333333333332
2025-2026,8,708,M.Fernandes,WHU,Midfielder,1.5533333333333332,1,0.5533333333333332,0.5533333333333332
2025-2026,8,654,Strand Larsen,WOL,Forward,2.5533333333333332,2,0.5533333333333332,0.5533333333333332
2025-2026,8,553,Talbi,SUN,Midfielder,3.4633333333333334,4,-0.5366666666666666,0.5366666666666666
2025-2026,8,167,Baleba,BHA,Midfielder,2.466666666666667,3,-0.5333333333333332,0.5333333333333332
2025-2026,8,162,Gruda,BHA,Midfielder,0.5266666666666666,0,0.5266666666666666,0.5266666666666666
2025-2026,8,390,Gravenberch,LIV,Midfielder,1.4733333333333334,2,-0.5266666666666666,0.5266666666666666
2025-2026,8,291,Tarkowski,EVE,Defender,2.4833333333333334,3,-0.5166666666666666,0.5166666666666666
2025-2026,8,343,Struijk,LEE,Defender,0.51,0,0.51,0.51
2025-2026,8,575,Van de Ven,TOT,Defender,0.49666666666666665,0,0.49666666666666665,0.49666666666666665
2025-2026,8,284,Nketiah,CRY,Forward,1.4966666666666666,1,0.4966666666666666,0.4966666666666666
2025-2026,8,699,Douglas Luiz,NFO,Midfielder,0.5066666666666667,1,-0.4933333333333333,0.4933333333333333
2025-2026,8,173,Wieffer,BHA,Midfielder,7.493333333333333,7,0.4933333333333332,0.4933333333333332
2025-2026,8,292,Mykolenko,EVE,Defender,1.4866666666666666,1,0.4866666666666666,0.4866666666666666
2025-2026,8,489,J.Murphy,NEW,Midfielder,0.53,1,-0.47,0.47
2025-2026,8,733,Lammens,MUN,Goalkeeper,2.5533333333333332,3,-0.44666666666666677,0.44666666666666677
2025-2026,8,734,Bakwa,NFO,Midfielder,0.43333333333333335,0,0.43333333333333335,0.43333333333333335
2025-2026,8,695,Tchatchoua,WOL,Defender,1.4333333333333333,1,0.43333333333333335,0.43333333333333335
2025-2026,8,415,Savinho,MCI,Midfielder,6.426666666666667,6,0.42666666666666675,0.42666666666666675
2025-2026,8,7,Calafiori,ARS,Defender,5.583333333333333,6,-0.41666666666666696,0.41666666666666696
2025-2026,8,329,Wilson,FUL,Midfielder,1.5933333333333333,2,-0.40666666666666673,0.40666666666666673
2025-2026,8,486,Elanga,NEW,Midfielder,1.4,1,0.3999999999999999,0.3999999999999999
2025-2026,8,354,Ampadu,LEE,Midfielder,1.6033333333333333,2,-0.3966666666666667,0.3966666666666667
2025-2026,8,113,Van den Berg,BRE,Defender,6.3966666666666665,6,0.3966666666666665,0.3966666666666665
2025-2026,8,6,Saliba,ARS,Defender,5.6033333333333335,6,-0.3966666666666665,0.3966666666666665
2025-2026,8,337,Raúl,FUL,Forward,2.3866666666666667,2,0.3866666666666667,0.3866666666666667
2025-2026,8,386,Mac Allister,LIV,Midfielder,1.6233333333333333,2,-0.3766666666666667,0.3766666666666667
2025-2026,8,124,Henderson,BRE,Midfielder,2.3766666666666665,2,0.3766666666666665,0.3766666666666665
2025-2026,8,731,Kevin,FUL,Midfielder,1.37,1,0.3700000000000001,0.3700000000000001
2025-2026,8,86,Brooks,BOU,Midfielder,-0.36666666666666664,0,-0.36666666666666664,0.36666666666666664
2025-2026,8,684,Thiaw,NEW,Defender,1.3633333333333333,1,0.3633333333333333,0.3633333333333333
2025-2026,8,606,Mavropanos,WHU,Defender,0.6366666666666667,1,-0.3633333333333333,0.3633333333333333
2025-2026,8,666,Gyökeres,ARS,Forward,1.64,2,-0.3600000000000001,0.3600000000000001
2025-2026,8,366,A.Becker,LIV,Goalkeeper,0.36,0,0.36,0.36
2025-2026,8,110,Kayode,BRE,Defender,8.643333333333333,9,-0.35666666666666735,0.35666666666666735
2025-2026,8,258,Mitchell,CRY,Defender,1.3566666666666667,1,0.3566666666666667,0.3566666666666667
2025-2026,8,26,Zubimendi,ARS,Midfielder,2.6466666666666665,3,-0.3533333333333335,0.3533333333333335
2025-2026,8,148,F.Kadıoğlu,BHA,Defender,2.34,2,0.33999999999999986,0.33999999999999986
2025-2026,8,257,Lacroix,CRY,Defender,1.3366666666666667,1,0.33666666666666667,0.33666666666666667
2025-2026,8,491,Tonali,NEW,Midfielder,2.3366666666666664,2,0.33666666666666645,0.33666666666666645
2025-2026,8,335,King,FUL,Midfielder,2.3333333333333335,2,0.3333333333333335,0.3333333333333335
2025-2026,8,19,Martinelli,ARS,Midfielder,0.6666666666666666,1,-0.33333333333333337,0.33333333333333337
2025-2026,8,444,Yoro,MUN,Defender,1.3333333333333333,1,0.33333333333333326,0.33333333333333326
2025-2026,8,97,Evanilson,BOU,Forward,0.33,0,0.33,0.33
2025-2026,8,453,Garnacho,CHE,Midfielder,1.31,1,0.31000000000000005,0.31000000000000005
2025-2026,8,515,Gibbs-White,NFO,Midfielder,2.3066666666666666,2,0.30666666666666664,0.30666666666666664
2025-2026,8,525,Wood,NFO,Forward,1.3066666666666666,1,0.30666666666666664,0.30666666666666664
2025-2026,8,252,Marc Guiu,CHE,Forward,1.3033333333333332,1,0.30333333333333323,0.30333333333333323
2025-2026,8,367,Mamardashvili,LIV,Goalkeeper,1.3033333333333332,1,0.30333333333333323,0.30333333333333323
2025-2026,8,314,Leno,FUL,Goalkeeper,2.7,3,-0.2999999999999998,0.2999999999999998
2025-2026,8,597,Richarlison,TOT,Forward,0.7066666666666667,1,-0.29333333333333333,0.29333333333333333
2025-2026,8,224,Cucurella,CHE,Defender,7.706666666666667,8,-0.293333333333333,0.293333333333333
2025-2026,8,39,Maatsen,AVL,Defender,1.29,1,0.29000000000000004,0.29000000000000004
2025-2026,8,244,Lavia,CHE,Midfielder,1.2833333333333334,1,0.28333333333333344,0.28333333333333344
2025-2026,8,320,Diop,FUL,Defender,1.2833333333333334,1,0.28333333333333344,0.28333333333333344
2025-2026,8,552,Sadiki,SUN,Midfielder,3.283333333333333,3,0.2833333333333332,0.2833333333333332
2025-2026,8,475,Botman,NEW,Defender,1.2733333333333334,1,0.27333333333333343,0.27333333333333343
2025-2026,8,41,Pau,AVL,Defender,2.26,2,0.2599999999999998,0.2599999999999998
2025-2026,8,605,Kilman,WHU,Defender,2.7466666666666666,3,-0.2533333333333334,0.2533333333333334
2025-2026,8,643,André,WOL,Midfielder,4.246666666666667,4,0.24666666666666703,0.24666666666666703
2025-2026,8,38,Konsa,AVL,Defender,1.7766666666666666,2,-0.22333333333333338,0.22333333333333338
2025-2026,8,569,Romero,TOT,Defender,0.21333333333333335,0,0.21333333333333335,0.21333333333333335
2025-2026,8,635,R.Gomes,WOL,Defender,1.79,2,-0.20999999999999996,0.20999999999999996
2025-2026,8,239,Gittens,CHE,Midfielder,1.2066666666666668,1,0.20666666666666678,0.20666666666666678
2025-2026,8,352,Harrison,LEE,Midfielder,2.2066666666666666,2,0.20666666666666655,0.20666666666666655
2025-2026,8,157,Mitoma,BHA,Midfielder,0.20333333333333334,0,0.20333333333333334,0.20333333333333334
2025-2026,8,582,Kudus,TOT,Midfielder,1.8033333333333332,2,-0.19666666666666677,0.19666666666666677
2025-2026,8,714,Woltemade,NEW,Forward,7.806666666666667,8,-0.19333333333333336,0.19333333333333336
2025-2026,8,170,Milner,BHA,Midfielder,0.8066666666666666,1,-0.19333333333333336,0.19333333333333336
2025-2026,8,621,Irving,WHU,Midfielder,1.82,2,-0.17999999999999994,0.17999999999999994
2025-2026,8,722,Florentino,BUR,Midfielder,7.823333333333333,8,-0.17666666666666675,0.17666666666666675
2025-2026,8,505,Milenković,NFO,Defender,1.1766666666666667,1,0.17666666666666675,0.17666666666666675
2025-2026,8,459,Ugarte,MUN,Midfielder,1.1666666666666667,1,0.16666666666666674,0.16666666666666674
2025-2026,8,40,Mings,AVL,Defender,0.16,0,0.16,0.16
2025-2026,8,139,Verbruggen,BHA,Goalkeeper,2.1566666666666667,2,0.15666666666666673,0.15666666666666673
2025-2026,8,362,Piroe,LEE,Forward,1.1533333333333333,1,0.15333333333333332,0.15333333333333332
2025-2026,8,232,Tosin,CHE,Defender,1.1466666666666667,1,0.14666666666666672,0.14666666666666672
2025-2026,8,659,Walker-Peters,WHU,Defender,0.8566666666666667,1,-0.1433333333333333,0.1433333333333333
2025-2026,8,328,Sessegnon,FUL,Midfielder,1.8566666666666667,2,-0.1433333333333333,0.1433333333333333
2025-2026,8,532,Hume,SUN,Defender,10.856666666666667,11,-0.14333333333333265,0.14333333333333265
2025-2026,8,716,Savona,NFO,Defender,1.14,1,0.1399999999999999,0.1399999999999999
2025-2026,8,560,Isidor,SUN,Forward,1.8633333333333333,2,-0.13666666666666671,0.13666666666666671
