season,gameweek,id,player_name,team_short,position,predicted_points,actual_points,error,abs_error
2025-2026,7,50,Buendía,AVL,Midfielder,1.0933333333333333,0,1.0933333333333333,1.0933333333333333
2025-2026,7,663,J.Arias,WOL,Midfielder,1.9266666666666667,3,-1.0733333333333333,1.0733333333333333
2025-2026,7,295,Keane,EVE,Defender,2.933333333333333,4,-1.0666666666666669,1.0666666666666669
2025-2026,7,40,Mings,AVL,Defender,1.0233333333333334,0,1.0233333333333334,1.0233333333333334
2025-2026,7,408,Rúben,MCI,Defender,7.986666666666666,9,-1.0133333333333336,1.0133333333333336
2025-2026,7,217,Foster,BUR,Forward,2.006666666666667,1,1.0066666666666668,1.0066666666666668
2025-2026,7,335,King,FUL,Midfielder,1.9933333333333334,3,-1.0066666666666666,1.0066666666666666
2025-2026,7,304,Iroegbunam,EVE,Midfielder,2.9966666666666666,4,-1.0033333333333334,1.0033333333333334
2025-2026,7,457,Casemiro,MUN,Midfielder,3.006666666666667,4,-0.9933333333333332,0.9933333333333332
2025-2026,7,367,Mamardashvili,LIV,Goalkeeper,1.02,2,-0.98,0.98
2025-2026,7,575,Van de Ven,TOT,Defender,2.98,2,0.98,0.98
2025-2026,7,293,O'Brien,EVE,Defender,4.023333333333333,5,-0.9766666666666666,0.9766666666666666
2025-2026,7,411,O’Reilly,MCI,Defender,4.033333333333333,5,-0.9666666666666668,0.9666666666666668
2025-2026,7,329,Wilson,FUL,Midfielder,2.0366666666666666,3,-0.9633333333333334,0.9633333333333334
2025-2026,7,532,Hume,SUN,Defender,1.9633333333333334,1,0.9633333333333334,0.9633333333333334
2025-2026,7,573,Spence,TOT,Defender,0.9566666666666667,0,0.9566666666666667,0.9566666666666667
2025-2026,7,320,Diop,FUL,Defender,1.0533333333333332,2,-0.9466666666666668,0.9466666666666668
2025-2026,7,328,Sessegnon,FUL,Midfielder,8.073333333333334,9,-0.9266666666666659,0.9266666666666659
2025-2026,7,337,Raúl,FUL,Forward,0.9133333333333333,0,0.9133333333333333,0.9133333333333333
2025-2026,7,600,Areola,WHU,Goalkeeper,1.1,2,-0.8999999999999999,0.8999999999999999
2025-2026,7,192,Hartman,BUR,Defender,3.1,4,-0.8999999999999999,0.8999999999999999
2025-2026,7,643,André,WOL,Midfielder,2.1066666666666665,3,-0.8933333333333335,0.8933333333333335
2025-2026,7,26,Zubimendi,ARS,Midfielder,3.89,3,0.8900000000000001,0.8900000000000001
2025-2026,7,517,Anderson,NFO,Midfielder,1.88,1,0.8799999999999999,0.8799999999999999
2025-2026,7,120,Schade,BRE,Midfielder,1.8566666666666667,1,0.8566666666666667,0.8566666666666667
2025-2026,7,491,Tonali,NEW,Midfielder,2.1433333333333335,3,-0.8566666666666665,0.8566666666666665
2025-2026,7,565,Vicario,TOT,Goalkeeper,2.1533333333333333,3,-0.8466666666666667,0.8466666666666667
2025-2026,7,81,Kluivert,BOU,Midfielder,6.16,7,-0.8399999999999999,0.8399999999999999
2025-2026,7,727,Chukwueze,FUL,Midfielder,3.1666666666666665,4,-0.8333333333333335,0.8333333333333335
2025-2026,7,331,Cairney,FUL,Midfielder,1.1766666666666667,2,-0.8233333333333333,0.8233333333333333
2025-2026,7,485,Gordon,NEW,Midfielder,2.1866666666666665,3,-0.8133333333333335,0.8133333333333335
2025-2026,7,373,Virgil,LIV,Defender,1.8,1,0.8,0.8
2025-2026,7,67,Petrović,BOU,Goalkeeper,2.203333333333333,3,-0.7966666666666669,0.7966666666666669
2025-2026,7,44,Bogarde,AVL,Defender,1.22,2,-0.78,0.78
2025-2026,7,169,Gomez,BHA,Midfielder,1.2233333333333334,2,-0.7766666666666666,0.7766666666666666
2025-2026,7,560,Isidor,SUN,Forward,1.7766666666666666,1,0.7766666666666666,0.7766666666666666
2025-2026,7,64,Watkins,AVL,Forward,1.2366666666666666,2,-0.7633333333333334,0.7633333333333334
2025-2026,7,438,Mazraoui,MUN,Defender,0.7466666666666667,0,0.7466666666666667,0.7466666666666667
2025-2026,7,662,Mosquera,ARS,Defender,0.7266666666666667,0,0.7266666666666667,0.7266666666666667
2025-2026,7,449,B.Fernandes,MUN,Midfielder,2.2733333333333334,3,-0.7266666666666666,0.7266666666666666
2025-2026,7,226,Chalobah,CHE,Defender,0.6933333333333334,0,0.6933333333333334,0.6933333333333334
2025-2026,7,677,Guessand,AVL,Midfielder,1.6866666666666668,1,0.6866666666666668,0.6866666666666668
2025-2026,7,235,Palmer,CHE,Midfielder,0.6766666666666666,0,0.6766666666666666,0.6766666666666666
2025-2026,7,474,Schär,NEW,Defender,0.6666666666666666,0,0.6666666666666666,0.6666666666666666
2025-2026,7,229,B.Badiashile,CHE,Defender,0.33666666666666667,1,-0.6633333333333333,0.6633333333333333
2025-2026,7,354,Ampadu,LEE,Midfielder,2.3433333333333333,3,-0.6566666666666667,0.6566666666666667
2025-2026,7,113,Van den Berg,BRE,Defender,1.3566666666666667,2,-0.6433333333333333,0.6433333333333333
2025-2026,7,574,Udogie,TOT,Defender,1.3633333333333333,2,-0.6366666666666667,0.6366666666666667
2025-2026,7,718,S.Magassa,WHU,Midfielder,1.3633333333333333,2,-0.6366666666666667,0.6366666666666667
2025-2026,7,552,Sadiki,SUN,Midfielder,1.6366666666666667,1,0.6366666666666667,0.6366666666666667
2025-2026,7,322,Tete,FUL,Defender,0.63,0,0.63,0.63
2025-2026,7,636,S.Bueno,WOL,Defender,1.6266666666666667,1,0.6266666666666667,0.6266666666666667
2025-2026,7,90,Scott,BOU,Midfielder,3.38,4,-0.6200000000000001,0.6200000000000001
2025-2026,7,453,Garnacho,CHE,Midfielder,1.3833333333333333,2,-0.6166666666666667,0.6166666666666667
2025-2026,7,318,Bassey,FUL,Defender,1.6133333333333333,1,0.6133333333333333,0.6133333333333333
2025-2026,7,241,Caicedo,CHE,Midfielder,9.406666666666666,10,-0.5933333333333337,0.5933333333333337
2025-2026,7,317,Andersen,FUL,Defender,3.5933333333333333,3,0.5933333333333333,0.5933333333333333
2025-2026,7,708,M.Fernandes,WHU,Midfielder,3.4133333333333336,4,-0.5866666666666664,0.5866666666666664
2025-2026,7,427,Reijnders,MCI,Midfielder,2.4266666666666667,3,-0.5733333333333333,0.5733333333333333
2025-2026,7,510,Jair Cunha,NFO,Defender,2.4266666666666667,3,-0.5733333333333333,0.5733333333333333
2025-2026,7,634,Mosquera,WOL,Defender,0.43,1,-0.5700000000000001,0.5700000000000001
2025-2026,7,348,Rodon,LEE,Defender,1.55,1,0.55,0.55
2025-2026,7,660,Stach,LEE,Midfielder,2.5433333333333334,2,0.5433333333333334,0.5433333333333334
2025-2026,7,709,Krejčí,WOL,Defender,2.5366666666666666,2,0.5366666666666666,0.5366666666666666
2025-2026,7,624,Bowen,WHU,Forward,2.5233333333333334,2,0.5233333333333334,0.5233333333333334
2025-2026,7,72,Senesi,BOU,Defender,2.5233333333333334,2,0.5233333333333334,0.5233333333333334
2025-2026,7,178,Welbeck,BHA,Forward,1.5233333333333334,1,0.5233333333333334,0.5233333333333334
2025-2026,7,416,Bernardo,MCI,Midfielder,0.4766666666666667,1,-0.5233333333333333,0.5233333333333333
2025-2026,7,18,Madueke,ARS,Midfielder,0.5066666666666667,0,0.5066666666666667,0.5066666666666667
2025-2026,7,470,Dúbravka,BUR,Goalkeeper,1.4966666666666666,2,-0.5033333333333334,0.5033333333333334
2025-2026,7,124,Henderson,BRE,Midfielder,1.5033333333333334,1,0.5033333333333334,0.5033333333333334
2025-2026,7,431,Bayindir,MUN,Goalkeeper,0.49666666666666665,0,0.49666666666666665,0.49666666666666665
2025-2026,7,385,Chiesa,LIV,Midfielder,0.49,0,0.49,0.49
2025-2026,7,423,N.Gonzalez,MCI,Midfielder,2.513333333333333,3,-0.4866666666666668,0.4866666666666668
2025-2026,7,338,Muniz,FUL,Forward,0.4866666666666667,0,0.4866666666666667,0.4866666666666667
2025-2026,7,166,Ayari,BHA,Midfielder,2.48,2,0.48,0.48
2025-2026,7,287,Pickford,EVE,Goalkeeper,2.52,3,-0.48,0.48
2025-2026,7,645,Fer López,WOL,Midfielder,0.4766666666666667,0,0.4766666666666667,0.4766666666666667
2025-2026,7,284,Nketiah,CRY,Forward,0.5233333333333333,1,-0.4766666666666667,0.4766666666666667
2025-2026,7,490,Joelinton,NEW,Midfielder,2.5233333333333334,3,-0.47666666666666657,0.47666666666666657
2025-2026,7,469,Pope,NEW,Goalkeeper,6.526666666666666,7,-0.4733333333333336,0.4733333333333336
2025-2026,7,391,Gannon-Doak,BOU,Midfielder,3.53,4,-0.4700000000000002,0.4700000000000002
2025-2026,7,87,Christie,BOU,Midfielder,0.54,1,-0.45999999999999996,0.45999999999999996
2025-2026,7,486,Elanga,NEW,Midfielder,2.5433333333333334,3,-0.45666666666666655,0.45666666666666655
2025-2026,7,374,Konaté,LIV,Defender,1.45,1,0.44999999999999996,0.44999999999999996
2025-2026,7,190,Ekdal,BUR,Defender,0.44666666666666666,0,0.44666666666666666,0.44666666666666666
2025-2026,7,100,Kroupi.Jr,BOU,Forward,0.44333333333333336,0,0.44333333333333336,0.44333333333333336
2025-2026,7,473,Hall,NEW,Defender,0.44,0,0.44,0.44
2025-2026,7,627,Johnstone,WOL,Goalkeeper,2.56,3,-0.43999999999999995,0.43999999999999995
2025-2026,7,597,Richarlison,TOT,Forward,1.4366666666666668,1,0.43666666666666676,0.43666666666666676
2025-2026,7,303,Garner,EVE,Midfielder,1.4366666666666668,1,0.43666666666666676,0.43666666666666676
2025-2026,7,41,Pau,AVL,Defender,3.566666666666667,4,-0.4333333333333331,0.4333333333333331
2025-2026,7,421,Rodrigo,MCI,Midfielder,0.5766666666666667,1,-0.42333333333333334,0.42333333333333334
2025-2026,7,673,J.Palhinha,TOT,Midfielder,1.4233333333333333,1,0.42333333333333334,0.42333333333333334
2025-2026,7,659,Walker-Peters,WHU,Defender,0.5766666666666667,1,-0.42333333333333334,0.42333333333333334
2025-2026,7,209,Laurent,BUR,Midfielder,2.4133333333333336,2,0.41333333333333355,0.41333333333333355
2025-2026,7,158,Georginio,BHA,Midfielder,1.4133333333333333,1,0.41333333333333333,0.41333333333333333
2025-2026,7,381,M.Salah,LIV,Midfielder,2.4066666666666667,2,0.40666666666666673,0.40666666666666673
2025-2026,7,625,Füllkrug,WHU,Forward,1.5933333333333333,2,-0.40666666666666673,0.40666666666666673
2025-2026,7,588,Odobert,TOT,Midfielder,1.6,2,-0.3999999999999999,0.3999999999999999
2025-2026,7,494,Willock,NEW,Midfielder,0.3933333333333333,0,0.3933333333333333,0.3933333333333333
2025-2026,7,257,Lacroix,CRY,Defender,2.61,3,-0.3900000000000001,0.3900000000000001
2025-2026,7,198,Tuanzebe,BUR,Defender,1.39,1,0.3899999999999999,0.3899999999999999
2025-2026,7,637,Toti,WOL,Defender,0.38333333333333336,0,0.38333333333333336,0.38333333333333336
2025-2026,7,276,Devenny,CRY,Midfielder,1.3833333333333333,1,0.3833333333333333,0.3833333333333333
2025-2026,7,569,Romero,TOT,Defender,1.3766666666666667,1,0.3766666666666667,0.3766666666666667
2025-2026,7,20,Trossard,ARS,Midfielder,2.6266666666666665,3,-0.3733333333333335,0.3733333333333335
2025-2026,7,442,Maguire,MUN,Defender,1.3733333333333333,1,0.3733333333333333,0.3733333333333333
2025-2026,7,220,Sánchez,CHE,Goalkeeper,1.6266666666666667,2,-0.3733333333333333,0.3733333333333333
2025-2026,7,108,Ajer,BRE,Defender,1.63,2,-0.3700000000000001,0.3700000000000001
2025-2026,7,32,Martinez,AVL,Goalkeeper,1.37,1,0.3700000000000001,0.3700000000000001
2025-2026,7,603,Diouf,WHU,Defender,2.63,3,-0.3700000000000001,0.3700000000000001
2025-2026,7,543,Adingra,SUN,Midfielder,1.3666666666666667,1,0.3666666666666667,0.3666666666666667
2025-2026,7,187,Walker,BUR,Defender,0.6333333333333333,1,-0.3666666666666667,0.3666666666666667
2025-2026,7,58,Kamara,AVL,Midfielder,4.636666666666667,5,-0.3633333333333333,0.3633333333333333
2025-2026,7,84,Tavernier,BOU,Midfielder,2.64,3,-0.3599999999999999,0.3599999999999999
2025-2026,7,615,Summerville,WHU,Midfielder,1.3533333333333333,1,0.3533333333333333,0.3533333333333333
2025-2026,7,22,Merino,ARS,Midfielder,1.3533333333333333,1,0.3533333333333333,0.3533333333333333
2025-2026,7,606,Mavropanos,WHU,Defender,2.6533333333333333,3,-0.3466666666666667,0.3466666666666667
2025-2026,7,319,Castagne,FUL,Defender,0.6566666666666666,1,-0.3433333333333334,0.3433333333333334
2025-2026,7,126,Jensen,BRE,Midfielder,0.6633333333333333,1,-0.33666666666666667,0.33666666666666667
2025-2026,7,341,Darlow,LEE,Goalkeeper,0.6633333333333333,1,-0.33666666666666667,0.33666666666666667
2025-2026,7,547,E.Le Fée,SUN,Midfielder,2.3266666666666667,2,0.32666666666666666,0.32666666666666666
2025-2026,7,162,Gruda,BHA,Midfielder,1.6733333333333333,2,-0.32666666666666666,0.32666666666666666
2025-2026,7,191,Estève,BUR,Defender,1.3266666666666667,1,0.32666666666666666,0.32666666666666666
2025-2026,7,136,Thiago,BRE,Forward,1.6766666666666667,2,-0.32333333333333325,0.32333333333333325
2025-2026,7,452,Amad,MUN,Midfielder,2.683333333333333,3,-0.3166666666666669,0.3166666666666669
2025-2026,7,37,Digne,AVL,Defender,1.3166666666666667,1,0.31666666666666665,0.31666666666666665
2025-2026,7,713,A.Jimenez,BOU,Defender,1.31,1,0.31000000000000005,0.31000000000000005
2025-2026,7,83,O.Dango,BRE,Midfielder,0.30666666666666664,0,0.30666666666666664,0.30666666666666664
2025-2026,7,614,Ward-Prowse,WHU,Midfielder,0.30666666666666664,0,0.30666666666666664,0.30666666666666664
2025-2026,7,343,Struijk,LEE,Defender,1.3033333333333332,1,0.30333333333333323,0.30333333333333323
2025-2026,7,605,Kilman,WHU,Defender,1.2966666666666666,1,0.29666666666666663,0.29666666666666663
2025-2026,7,326,Adama,FUL,Midfielder,0.7066666666666667,1,-0.29333333333333333,0.29333333333333333
2025-2026,7,17,Ødegaard,ARS,Midfielder,0.71,1,-0.29000000000000004,0.29000000000000004
2025-2026,7,25,Nwaneri,ARS,Midfielder,0.7133333333333334,1,-0.2866666666666666,0.2866666666666666
2025-2026,7,375,Bradley,LIV,Defender,0.2833333333333333,0,0.2833333333333333,0.2833333333333333
2025-2026,7,493,Longstaff,LEE,Midfielder,2.283333333333333,2,0.2833333333333332,0.2833333333333332
2025-2026,7,19,Martinelli,ARS,Midfielder,1.28,1,0.28,0.28
2025-2026,7,511,Morato,NFO,Defender,2.72,3,-0.2799999999999998,0.2799999999999998
2025-2026,7,584,Tel,TOT,Midfielder,9.28,9,0.27999999999999936,0.27999999999999936
2025-2026,7,716,Savona,NFO,Defender,1.2766666666666666,1,0.2766666666666666,0.2766666666666666
2025-2026,7,691,Calvert-Lewin,LEE,Forward,1.7266666666666666,2,-0.27333333333333343,0.27333333333333343
2025-2026,7,111,Pinnock,BRE,Defender,0.27,0,0.27,0.27
2025-2026,7,541,Reinildo,SUN,Defender,0.27,0,0.27,0.27
2025-2026,7,370,Frimpong,LIV,Defender,0.26,0,0.26,0.26
2025-2026,7,670,Roefs,SUN,Goalkeeper,2.26,2,0.2599999999999998,0.2599999999999998
2025-2026,7,119,Mbeumo,MUN,Midfielder,6.256666666666667,6,0.2566666666666668,0.2566666666666668
2025-2026,7,654,Strand Larsen,WOL,Forward,1.7433333333333334,2,-0.2566666666666666,0.2566666666666666
2025-2026,7,441,Dorgu,MUN,Defender,1.2566666666666666,1,0.2566666666666666,0.2566666666666666
2025-2026,7,410,Lewis,MCI,Defender,0.25333333333333335,0,0.25333333333333335,0.25333333333333335
2025-2026,7,242,Dewsbury-Hall,EVE,Midfielder,0.25333333333333335,0,0.25333333333333335,0.25333333333333335
2025-2026,7,146,Dunk,BHA,Defender,1.25,1,0.25,0.25
2025-2026,7,358,Tanaka,LEE,Midfielder,0.7533333333333333,1,-0.2466666666666667,0.2466666666666667
2025-2026,7,613,Souček,WHU,Midfielder,-0.24666666666666667,0,-0.24666666666666667,0.24666666666666667
2025-2026,7,424,Bobb,MCI,Midfielder,2.7533333333333334,3,-0.2466666666666666,0.2466666666666666
2025-2026,7,145,De Cuyper,BHA,Defender,1.2433333333333334,1,0.2433333333333334,0.2433333333333334
2025-2026,7,148,F.Kadıoğlu,BHA,Defender,1.76,2,-0.24,0.24
2025-2026,7,106,Collins,BRE,Defender,1.76,2,-0.24,0.24
2025-2026,7,450,Cunha,MUN,Midfielder,0.76,1,-0.24,0.24
2025-2026,7,487,Barnes,NEW,Midfielder,0.76,1,-0.24,0.24
2025-2026,7,685,Diakité,BOU,Defender,1.7666666666666666,2,-0.2333333333333334,0.2333333333333334
2025-2026,7,270,Hughes,CRY,Midfielder,0.23333333333333334,0,0.23333333333333334,0.23333333333333334
2025-2026,7,672,Hato,CHE,Defender,0.7666666666666667,1,-0.23333333333333328,0.23333333333333328
2025-2026,7,405,Aké,MCI,Defender,0.22666666666666666,0,0.22666666666666666,0.22666666666666666
2025-2026,7,152,Veltman,BHA,Defender,0.22666666666666666,0,0.22666666666666666,0.22666666666666666
2025-2026,7,12,Zinchenko,NFO,Defender,0.22666666666666666,0,0.22666666666666666,0.22666666666666666
2025-2026,7,415,Savinho,MCI,Midfielder,2.7733333333333334,3,-0.22666666666666657,0.22666666666666657
2025-2026,7,712,Yeremy,CRY,Midfielder,1.2266666666666666,1,0.22666666666666657,0.22666666666666657
2025-2026,7,237,Enzo,CHE,Midfielder,2.2266666666666666,2,0.22666666666666657,0.22666666666666657
2025-2026,7,302,Gana,EVE,Midfielder,1.7766666666666666,2,-0.22333333333333338,0.22333333333333338
2025-2026,7,342,Bogle,LEE,Defender,2.776666666666667,3,-0.22333333333333316,0.22333333333333316
2025-2026,7,593,P.M.Sarr,TOT,Midfielder,1.2166666666666666,1,0.21666666666666656,0.21666666666666656
2025-2026,7,210,Tchaouna,BUR,Midfielder,1.2133333333333334,1,0.21333333333333337,0.21333333333333337
2025-2026,7,116,Hickey,BRE,Defender,1.7966666666666666,2,-0.20333333333333337,0.20333333333333337
2025-2026,7,505,Milenković,NFO,Defender,2.8,3,-0.20000000000000018,0.20000000000000018
2025-2026,7,736,Donnarumma,MCI,Goalkeeper,5.8,6,-0.20000000000000018,0.20000000000000018
2025-2026,7,386,Mac Allister,LIV,Midfielder,1.8033333333333332,2,-0.19666666666666677,0.19666666666666677
2025-2026,7,699,Douglas Luiz,NFO,Midfielder,0.19,0,0.19,0.19
2025-2026,7,123,Carvalho,BRE,Midfielder,0.81,1,-0.18999999999999995,0.18999999999999995
2025-2026,7,707,Dibling,EVE,Midfielder,0.81,1,-0.18999999999999995,0.18999999999999995
2025-2026,7,173,Wieffer,BHA,Midfielder,1.19,1,0.18999999999999995,0.18999999999999995
2025-2026,7,384,Gakpo,LIV,Midfielder,6.8133333333333335,7,-0.18666666666666654,0.18666666666666654
2025-2026,7,642,Hee Chan,WOL,Midfielder,0.82,1,-0.18000000000000005,0.18000000000000005
2025-2026,7,531,Ballard,SUN,Defender,2.83,3,-0.16999999999999993,0.16999999999999993
2025-2026,7,86,Brooks,BOU,Midfielder,1.8333333333333333,2,-0.16666666666666674,0.16666666666666674
2025-2026,7,459,Ugarte,MUN,Midfielder,1.1633333333333333,1,0.16333333333333333,0.16333333333333333
2025-2026,7,406,Khusanov,MCI,Defender,0.16,0,0.16,0.16
2025-2026,7,236,Neto,CHE,Midfielder,1.8433333333333333,2,-0.15666666666666673,0.15666666666666673
2025-2026,7,502,Sels,NFO,Goalkeeper,2.8433333333333333,3,-0.15666666666666673,0.15666666666666673
2025-2026,7,139,Verbruggen,BHA,Goalkeeper,0.85,1,-0.15000000000000002,0.15000000000000002
2025-2026,7,330,Berge,FUL,Midfielder,1.8533333333333333,2,-0.14666666666666672,0.14666666666666672
2025-2026,7,631,Agbadou,WOL,Defender,0.8566666666666667,1,-0.1433333333333333,0.1433333333333333
2025-2026,7,443,Shaw,MUN,Defender,6.133333333333334,6,0.13333333333333375,0.13333333333333375
2025-2026,7,199,Worrall,BUR,Defender,1.1333333333333333,1,0.1333333333333333,0.1333333333333333
2025-2026,7,682,Møller Wolfe,WOL,Defender,1.1333333333333333,1,0.1333333333333333,0.1333333333333333
2025-2026,7,680,Broja,BUR,Forward,0.8666666666666667,1,-0.1333333333333333,0.1333333333333333
2025-2026,7,382,Wirtz,LIV,Midfielder,0.87,1,-0.13,0.13
2025-2026,7,497,L.Miley,NEW,Midfielder,0.87,1,-0.13,0.13
2025-2026,7,553,Talbi,SUN,Midfielder,0.8733333333333333,1,-0.1266666666666667,0.1266666666666667
